_input_signature,n_rows,target_unique,target_min,target_max,target_spread
5389311718729204388,3,3,16.97461954,18.90069247,1.9260729300000001
5394955516107110419,3,3,7.687793427,8.568075117,0.8802816899999995
5401092152217355674,1,1,8.837587035,8.837587035,0.0
5416937588040697047,1,1,19.89471432,19.89471432,0.0
5438282376099404640,3,2,103.7698413,110.1851852,6.4153439000000105
5455317057129671173,3,3,196.5819526,196.6755278,0.09357520000000363
5455985072048474668,3,2,14.9079345,14.98975188,0.08181738000000038
5476090641586445271,1,1,47.95678621,47.95678621,0.0
5490575014487290340,3,3,0.558429491,0.895870652,0.3374411610000001
5495061956169528345,3,3,11.66522544,14.77465043,3.109424989999999
5514219354175734125,3,3,67.67584838,76.74217107,9.066322689999993
5520675060689407449,3,3,17.22987444,19.52119949,2.291325050000001
5529335227407568016,2,2,212.1031746,228.3730159,16.269841300000024
5541933350374393212,3,3,70.47311206,86.63204392,16.158931859999996
5543347822095267594,3,1,111.7063492,111.7063492,0.0
5553631421604866212,1,1,10.13072927,10.13072927,0.0
5591679018687253782,1,1,15.10557605,15.10557605,0.0
5600556245362649938,3,3,103.4994497,123.7457944,20.246344699999995
5612886107461592952,3,1,47.55555556,47.55555556,0.0
5638615342311838916,9,9,8.942045773,15.91908157,6.977035796999999
5659113258764809437,1,1,98.86986382,98.86986382,0.0
5668056298461632675,1,1,114.2630456,114.2630456,0.0
5669688408529266354,3,3,4.959779152,6.273473763,1.3136946109999998
5681782559771866676,1,1,92.3968578,92.3968578,0.0
5693877029664461953,3,3,6.797452036,8.046455819,1.249003783
5694641682026370163,3,1,53.33333333,53.33333333,0.0
5695756172950845704,3,3,4.170015042,4.291521548,0.12150650600000024
5705504609996045539,1,1,68.52578289,68.52578289,0.0
5712957424560820859,3,3,65.41093002,68.46201489,3.051084870000011
5733254180865877589,12,12,-0.987251244,4.653802497,5.641053741
5754173497885832945,3,3,16.01277116,16.06426716,0.05149600000000021
5759522579916954172,3,3,180.8482088,183.0986829,2.250474099999991
5764508268286414455,2,2,88.98431394,122.3850267,33.40071275999999
5779428412404506123,3,3,7.67529087,7.755681199,0.0803903289999992
5790935824270287343,3,3,85.40079642,87.28293335,1.8821369299999873
5798363041341444377,3,3,1.615439324,1.791048924,0.17560960000000003
5833298892870569093,3,3,11.48347675,11.76336265,0.2798859
